Date,Review,Review_Topic,Review_Entity,Topics,Names,Representation,Representative_Docs,Positive,Neutral,Negative,Highest Score,Sentiment,Token Predictions Corrected
29 de novembro de 2023,"Ótimo ambiente e decoração, funcionários prestativos, comida boa. 
Música agradável. 
Divertidos mariachis.",ambiente funcionario musica,"Otimo ambiente e decoracao, funcionarios prestativos, comida boa. 
Musica agradavel. 
Divertidos mariachis.",2,2_musica_comida_musico_ambiente,"['musica', 'comida', 'musico', 'ambiente', 'atendimento', 'lugar', 'mesa', 'cantor', 'decoracao', 'restaurante']","['comida musica atendimento', 'musica ambiente atendimento comida', 'comida ambiente atendimento musica']",0.9403172731399536,0.025685608386993408,0.033997174352407455,0.9403172731399536,Positive,[]
16 de novembro de 2023,"Ambiente agradável, atendimento nota 10, cozinha maravilhosa, chopp gelado, drinks maravilhosos, música ótima, tudo com tempero mexicano",ambiente atendimento cozinha chopp drink musica tempero,"Ambiente agradavel, atendimento nota 10, cozinha maravilhosa, chopp gelado, drinks maravilhosos, musica otima, tudo com tempero mexicano",2,2_musica_comida_musico_ambiente,"['musica', 'comida', 'musico', 'ambiente', 'atendimento', 'lugar', 'mesa', 'cantor', 'decoracao', 'restaurante']","['comida musica atendimento', 'musica ambiente atendimento comida', 'comida ambiente atendimento musica']",0.9592284560203552,0.01983003504574299,0.020941531285643578,0.9592284560203552,Positive,"[('mexicano', 'I-MISC')]"
1 de novembro de 2023,"Ótimo ambiente, comida e atendimento! 

Tudo muito animado, músicas e artistas temáticos com bastante energia!",ambiente atendimento musica artista energia,"Otimo ambiente, comida e atendimento! 

Tudo muito animado, musicas e artistas tematicos com bastante energia!",2,2_musica_comida_musico_ambiente,"['musica', 'comida', 'musico', 'ambiente', 'atendimento', 'lugar', 'mesa', 'cantor', 'decoracao', 'restaurante']","['comida musica atendimento', 'musica ambiente atendimento comida', 'comida ambiente atendimento musica']",0.9502102136611938,0.018030259758234024,0.03175947070121765,0.9502102136611938,Positive,[]
29 de outubro de 2023,"Lugar aconchegante e mágico. Os músicos são maravilhosos, ambiente mexicano e a comida deliciosa e super recomendo.",lugar musico ambiente super,"Lugar aconchegante e magico. Os musicos sao maravilhosos, ambiente mexicano e a comida deliciosa e super recomendo.",2,2_musica_comida_musico_ambiente,"['musica', 'comida', 'musico', 'ambiente', 'atendimento', 'lugar', 'mesa', 'cantor', 'decoracao', 'restaurante']","['comida musica atendimento', 'musica ambiente atendimento comida', 'comida ambiente atendimento musica']",0.8955587148666382,0.028902564197778702,0.0755387395620346,0.8955587148666382,Positive,"[('mexicano', 'I-MISC')]"
19 de setembro de 2023,"Excelente atendimento dos funcionários, em especial o Matheus, gostamos muito das músicas, tudo muito bom.",atendimento funcionario musica,"Excelente atendimento dos funcionarios, em especial o Matheus, gostamos muito das musicas, tudo muito bom.",2,2_musica_comida_musico_ambiente,"['musica', 'comida', 'musico', 'ambiente', 'atendimento', 'lugar', 'mesa', 'cantor', 'decoracao', 'restaurante']","['comida musica atendimento', 'musica ambiente atendimento comida', 'comida ambiente atendimento musica']",0.9850290417671204,0.00849091075360775,0.006480127573013306,0.9850290417671204,Positive,"[('Matheus', 'I-PER')]"
1 de setembro de 2023,"Ótimo local, banda super animada, garçons super solícitos, comida boa, vale conhecer e apreciar o ambiente",local banda garcons comida ambiente,"Otimo local, banda super animada, garcons super solicitos, comida boa, vale conhecer e apreciar o ambiente",2,2_musica_comida_musico_ambiente,"['musica', 'comida', 'musico', 'ambiente', 'atendimento', 'lugar', 'mesa', 'cantor', 'decoracao', 'restaurante']","['comida musica atendimento', 'musica ambiente atendimento comida', 'comida ambiente atendimento musica']",0.9798261523246765,0.01057201437652111,0.009601939469575882,0.9798261523246765,Positive,[]
29 de agosto de 2023,"Espaço maravilhoso , com músicas temáticas e apresentações individuais de mesa em mesa,   ótimo atendimento e colaboradores extremamente atenciosos e prestativos.  Vale a pena a visita.",espaco musica apresentacao mesa atendimento prestativo pena,"Espaco maravilhoso , com musicas tematicas e apresentacoes individuais de mesa em mesa,   otimo atendimento e colaboradores extremamente atenciosos e prestativos.  Vale a pena a visita.",2,2_musica_comida_musico_ambiente,"['musica', 'comida', 'musico', 'ambiente', 'atendimento', 'lugar', 'mesa', 'cantor', 'decoracao', 'restaurante']","['comida musica atendimento', 'musica ambiente atendimento comida', 'comida ambiente atendimento musica']",0.9598355889320374,0.01560512650758028,0.024559330195188522,0.9598355889320374,Positive,[]
20 de agosto de 2023,"Esse local é muito divertido. Muitas músicas engraçadas, e alegres interessante, vou voltar para melhorar minha experiência.",local musica experiencia,"Esse local e muito divertido. Muitas musicas engracadas, e alegres interessante, vou voltar para melhorar minha experiencia.",2,2_musica_comida_musico_ambiente,"['musica', 'comida', 'musico', 'ambiente', 'atendimento', 'lugar', 'mesa', 'cantor', 'decoracao', 'restaurante']","['comida musica atendimento', 'musica ambiente atendimento comida', 'comida ambiente atendimento musica']",0.9771947264671326,0.011761200614273548,0.01104395929723978,0.9771947264671326,Positive,[]
28 de julho de 2023,"Ótima música, ótimo cardápio e atendimento perfeito. Local bem localizado, funcionários gentis e simpáticos",musica cardapio atendimento local funcionario,"Otima musica, otimo cardapio e atendimento perfeito. Local bem localizado, funcionarios gentis e simpaticos",2,2_musica_comida_musico_ambiente,"['musica', 'comida', 'musico', 'ambiente', 'atendimento', 'lugar', 'mesa', 'cantor', 'decoracao', 'restaurante']","['comida musica atendimento', 'musica ambiente atendimento comida', 'comida ambiente atendimento musica']",0.3190571963787079,0.09412015974521637,0.5868226289749146,0.5868226289749146,Negative,[]
22 de julho de 2023,"Muito incrível o restaurante. Comida maravilhosa e bebida impecável. Atendimento muito bom, os músicos talentosos e ambiento lindo.",restaurante bebida atendimento musico ambiento,"Muito incrivel o restaurante. Comida maravilhosa e bebida impecavel. Atendimento muito bom, os musicos talentosos e ambiento lindo.",2,2_musica_comida_musico_ambiente,"['musica', 'comida', 'musico', 'ambiente', 'atendimento', 'lugar', 'mesa', 'cantor', 'decoracao', 'restaurante']","['comida musica atendimento', 'musica ambiente atendimento comida', 'comida ambiente atendimento musica']",0.9371321201324463,0.02274688519537449,0.040120989084243774,0.9371321201324463,Positive,[]
