Date,Review,Review_Topic,Review_Entity,Topics,Names,Representation,Representative_Docs,Positive,Neutral,Negative,Highest Score,Sentiment,Token Predictions Corrected
2 de outubro de 2023,"Restaurante agradável, fomos muito bem atendidos. Os pedidos vieram rápido e a comida estava bem gostsa.",restaurante pedido comida,"Restaurante agradavel, fomos muito bem atendidos. Os pedidos vieram rapido e a comida estava bem gostsa.",3,3_restaurante_atendimento_comida_prato,"['restaurante', 'atendimento', 'comida', 'prato', 'decoracao', 'qualidade', 'vez', 'ambiente', 'mesa', 'bar']","['atendimento restaurante comida', 'restaurante', 'restaurante']",0.4345451593399048,0.0898352637887001,0.4756196141242981,0.4756196141242981,Negative,[]
10 de agosto de 2023,Achei mais do que um restaurante e sim uma experiência absolutamente fora do padrão! Amei o di a comida a bebida e o espaço,restaurante experiencia padrao comida espaco,Achei mais do que um restaurante e sim uma experiencia absolutamente fora do padrao! Amei o di a comida a bebida e o espaco,3,3_restaurante_atendimento_comida_prato,"['restaurante', 'atendimento', 'comida', 'prato', 'decoracao', 'qualidade', 'vez', 'ambiente', 'mesa', 'bar']","['atendimento restaurante comida', 'restaurante', 'restaurante']",0.5702606439590454,0.16373366117477417,0.2660056948661804,0.5702606439590454,Positive,[]
25 de julho de 2023,"Bom restaurante, ambiente com decoração e canções típicas, e bom atendimento. Preço justo e tudo a la carte. A rua onde fica é quase impossível achar vaga para estacionar.",restaurante cancao atendimento preco carte rua vaga,"Bom restaurante, ambiente com decoracao e cancoes tipicas, e bom atendimento. Preco justo e tudo a la carte. A rua onde fica e quase impossivel achar vaga para estacionar.",3,3_restaurante_atendimento_comida_prato,"['restaurante', 'atendimento', 'comida', 'prato', 'decoracao', 'qualidade', 'vez', 'ambiente', 'mesa', 'bar']","['atendimento restaurante comida', 'restaurante', 'restaurante']",0.881721019744873,0.04248296096920967,0.07579606771469116,0.881721019744873,Positive,[]
18 de julho de 2023,"otimo para quem gosta de comida picante, tudo muito organizado. unico problema que dentro do restaurante tem muito barulho, tirando isso otimo lugar para jantar com amigos e familia",comida problema restaurante barulho lugar amigo,"otimo para quem gosta de comida picante, tudo muito organizado. unico problema que dentro do restaurante tem muito barulho, tirando isso otimo lugar para jantar com amigos e familia",3,3_restaurante_atendimento_comida_prato,"['restaurante', 'atendimento', 'comida', 'prato', 'decoracao', 'qualidade', 'vez', 'ambiente', 'mesa', 'bar']","['atendimento restaurante comida', 'restaurante', 'restaurante']",0.4752614498138428,0.08382449299097061,0.4409140348434448,0.4752614498138428,Positive,[]
16 de julho de 2023,"O restaurante é maravilhoso , adoro a vibe... O rodízio é muito bom, sempre vamos com nossa família",restaurante rodizio familia,"O restaurante e maravilhoso , adoro a vibe... O rodizio e muito bom, sempre vamos com nossa familia",3,3_restaurante_atendimento_comida_prato,"['restaurante', 'atendimento', 'comida', 'prato', 'decoracao', 'qualidade', 'vez', 'ambiente', 'mesa', 'bar']","['atendimento restaurante comida', 'restaurante', 'restaurante']",0.9761491417884827,0.010737275704741478,0.013113566674292088,0.9761491417884827,Positive,[]
16 de junho de 2023,"Restaurante incrível, comida maravilhosa. No futuro, eu com certeza vou voltar e divulgar aos amigos.",restaurante comida certeza amigo,"Restaurante incrivel, comida maravilhosa. No futuro, eu com certeza vou voltar e divulgar aos amigos.",3,3_restaurante_atendimento_comida_prato,"['restaurante', 'atendimento', 'comida', 'prato', 'decoracao', 'qualidade', 'vez', 'ambiente', 'mesa', 'bar']","['atendimento restaurante comida', 'restaurante', 'restaurante']",0.922285795211792,0.03295022249221802,0.044764019548892975,0.922285795211792,Positive,[]
25 de abril de 2023,Uma delícia! Melhor restaurante mexicano que conheço. Várias opções e tudo muito gostoso. Parabéns a equipe!,delicia restaurante opcao parabens,Uma delicia! Melhor restaurante mexicano que conheco. Varias opcoes e tudo muito gostoso. Parabens a equipe!,3,3_restaurante_atendimento_comida_prato,"['restaurante', 'atendimento', 'comida', 'prato', 'decoracao', 'qualidade', 'vez', 'ambiente', 'mesa', 'bar']","['atendimento restaurante comida', 'restaurante', 'restaurante']",0.9627093076705933,0.0144758690148592,0.022814791649580002,0.9627093076705933,Positive,"[('mexicano', 'I-MISC')]"
2 de abril de 2023,"Restaurante excelente, Matheus que nos atendeu e foi muito atencioso e educado !!! Indico sem dúvidas",restaurante matheus duvida,"Restaurante excelente, Matheus que nos atendeu e foi muito atencioso e educado !!! Indico sem duvidas",3,3_restaurante_atendimento_comida_prato,"['restaurante', 'atendimento', 'comida', 'prato', 'decoracao', 'qualidade', 'vez', 'ambiente', 'mesa', 'bar']","['atendimento restaurante comida', 'restaurante', 'restaurante']",0.9771344065666199,0.01676386222243309,0.0061017367988824844,0.9771344065666199,Positive,"[('Matheus', 'I-PER')]"
18 de março de 2023,"melhor restaurante de joinville, ambiente aconchegante, comida deliciosa, drinks incríveis e o garçom kayhan é super atencioso e prestativo!! recomendo muito",restaurante comida drink garcom prestativo,"melhor restaurante de joinville, ambiente aconchegante, comida deliciosa, drinks incriveis e o garcom kayhan e super atencioso e prestativo!! recomendo muito",3,3_restaurante_atendimento_comida_prato,"['restaurante', 'atendimento', 'comida', 'prato', 'decoracao', 'qualidade', 'vez', 'ambiente', 'mesa', 'bar']","['atendimento restaurante comida', 'restaurante', 'restaurante']",0.9679071307182312,0.017774639651179314,0.014318305067718029,0.9679071307182312,Positive,"[('joinville', 'I-LOC'), ('kayhan', 'I-PER')]"
5 de janeiro de 2023,"O restaurante é excelente, apresentando grande variedades relacionadas à culinária mexicana, além de muitas possibilidades",restaurante variedade culinaria possibilidade,"O restaurante e excelente, apresentando grande variedades relacionadas a culinaria mexicana, alem de muitas possibilidades",3,3_restaurante_atendimento_comida_prato,"['restaurante', 'atendimento', 'comida', 'prato', 'decoracao', 'qualidade', 'vez', 'ambiente', 'mesa', 'bar']","['atendimento restaurante comida', 'restaurante', 'restaurante']",0.9888151288032532,0.00788190495222807,0.0033030183985829353,0.9888151288032532,Positive,"[('mexicana', 'I-MISC')]"
