Review,Topics,Positive,Neutral,Negative,Token Predictions Corrected
"Estive no restaurante e a comida é boa, tudo farto, preço justo pela qualidade da comida. Ambiente muito criativo, aconchegante e divertido. Muito legal para ir com os amigos. O ponto negativo foi a demora no atendimento. Pedimos bebbidas que demoraram 20 minutos. Foi uma...Mais",9,0.6748268604278564,0.0719112977385521,0.25326183438301086,[]
"Atendimento ruim. A comida demorou demais e quando chegou, o garçom se enganou de mesa e tivemos que aguardar até que a confusão fosse resolvida. O que salvou foi a comida excelente e os três músicos do restaurante.",9,0.5316817164421082,0.05494670197367668,0.41337156295776367,[]
Mais de duas horas perdidas em fila de espera.  Se o objetivo é comer recomendo qualquer outro lugar.,9,0.3319357633590698,0.1778661012649536,0.4901981055736542,[]
"Não vá ao final de semana. Além de cheio (não consegue entrar depois as 9), é confuso o atendimento e na hora de pagar a fila é surreal. 
Não vale a visita 
Não peça a marguerita normal. É super forte e tem gosto ruimMais",9,0.14382266998291016,0.18563400208950043,0.670543372631073,[]
"Comida saborosa, ambiente muito divertido porém o restaurante tem o atendimento ruim, poucos garçons para muita gente, eles bem que tentam atender a todos mas não dão conta. A bebida demora muito para chegar, a comida apesar de saborosa chegou fria, provavelmente por ter ficado...Mais",9,0.6689331531524658,0.08942782133817673,0.24163898825645447,[]
"Estive no restaurante segunda, onde é oferecido o serviço de rodízio. O restaurante estava cheio já q fizeram o rodízio pra atrair o público as segundas, porém, o atendimento foi péssimo, não deram conta da quantidade de mesas pra atender, os pedidos demoravam mais de...Mais",9,0.08353326469659805,0.1379956752061844,0.778471052646637,[]
"Falta de organização, + de 1 hora de rodizio e só chegou duas tortinhas e uma costela, lindao esse rodízio",9,0.266289085149765,0.1285920888185501,0.6051188707351685,[]
"NÃO ACONSELHO!! Fomos muito mal servidos, a toda hora o garçom era outro, não chegava, esqueceu de pedir um prato, muito mal preparados, veio a comida fria e com algumas pessoas da mesa esperando por seu prato. No cardápio a fajita com o mix de...Mais",9,0.02583640068769455,0.034125544130802155,0.9400380253791809,[]
"Não sei como ainda está em funcionamento: péssimo atendimento (garçons que te deixam 30 minutos esperando por uma bebida que estava já para ser servida no balcão), comida ruim (nem ao menos conseguem acertar num sour cream!!!) e para minha surpresa, precisamos chamar  garçom SEIS...Mais",9,0.12088695913553238,0.10088891535997391,0.7782241702079773,[]
"Estive recentemente no restaurante à procura de uma reserva que tinha feito no dia anterior , e no momento em que cheguei, a atendente informou que não haviam reservas para o dia de sábado, o que foi bem-estar estranho já que uma funcionária confirmou no...Mais",9,0.39665696024894714,0.2659129202365875,0.33743011951446533,[]
"Após chegar com minha família fomos tratados com descaso e de forma irônica por termos uma forma peculiar no sotaque,infelizmente não foi leve,soou grosseiro!!!",9,0.15492580831050873,0.10390143096446991,0.741172730922699,[]
"Se você pretende ficar 2 horas numa fila, e depois de todo esse tempo uma equipe totalmente despreparada te avisar que não tem a menor previsão de você entrar na casa (enquanto os escolhidos e convidados de aniversariantes entram a vontade), esse é o lugar...Mais",9,0.36627519130706787,0.2735138237476349,0.36021098494529724,[]
"Diversão garantida! Os garçons são uma atração a parte! 
o problema é quando o restaurante está muito cheio, pois a cozinha demora para preparar os pratos. Mas mesmo assim vale a visita!",9,0.8076014518737793,0.027706081047654152,0.1646924912929535,[]
"Apesar de um sistema de pedido on line devido perda de dados tivemos que repetir o pedido seis vezes !!!
O shot foi servido sem limão e sal, 1800 reposado.
Vejam a foto da tristeza.",9,0.02953173592686653,0.03634335845708847,0.9341248869895935,[]
