Review,Topics,Positive,Neutral,Negative,Token Predictions Corrected
"Excelente ambiente, divertido, boa gastronomia, musica e bebida boa! Atendimento excepcional! Amei comemorar meu aniver!",2,0.9913851022720337,0.005023548845201731,0.0035913223400712013,[]
"Sem noção e longe de cogitação lugar incrivel, atração musical muito boa e cuidado: o álcool aqui impera. Tudo de bom!",2,0.9304547905921936,0.025398587808012962,0.04414663836359978,[]
"Muito animado o bar com os cantores, comida sensacional e atendimento ótimos. Foi bem satisfatório pós  praia.",2,0.8453775644302368,0.051702868193387985,0.10291960835456848,[]
"Ambiente animado, com música, comida e serviço de qualidade. Noite muito agradável e ambiente familiar!",2,0.9753129482269287,0.013774068094789982,0.01091300044208765,[]
"Ambiente agradável, com música excelente e atendimento exímio. Recomendo e certamente voltaria no futuro.",2,0.958390474319458,0.0213443823158741,0.02026510424911976,[]
"Amei o atendimento, a garçonete foi mto atenciosa, as comidas uma delícia e amei a música conhecia todas",2,0.7671467661857605,0.06360061466693878,0.1692526489496231,[]
"Garçons maravilhosos, local aconchegante, clima bom, atendimento impecável, música agradável e divertida. Comida maravilhosa!",2,0.9831039905548096,0.007404365111142397,0.009491588920354843,[]
Resolvi comemorar meu aniversário aqui por ser um lugar muito divertido! os animadores são incríveis e as músicas primário! sem comentar nas comidas! super inclusivas com opções veganas e vegetarianas muito saborosas!,2,0.9496464729309082,0.021364832296967506,0.028988679870963097,[]
"Comida ótima, bebida maravilhosa, música excelente,muita animação,muito mais que um restaurante, já .e prepara do para a próxima visita.",2,0.988785982131958,0.0070400177501142025,0.0041739377193152905,[]
"Excelente comida, bom atendimento, decoração incrível, música boa, localização muito boa e super recomendo.",2,0.9908028841018677,0.005700928624719381,0.0034961625933647156,[]
"Música excelente, atendimento ímpar. Comida boa e bebidas também. Preço justo. Me senti no méxico...",2,0.9551547169685364,0.029050061479210854,0.015795186161994934,"[('méxico', 'I-LOC')]"
"Excelente ambente  cordialidade, boa música, carisma e emparia do pessoal. Caipirinhas bem bacanas. Tudo joia para disfrutar.",2,0.9747567176818848,0.013587444089353085,0.011655861511826515,[]
"Adoramos o ambiente, bem decorado e música maravilhosa. A María nos atendeu super bem. Super recomendo.",2,0.9864142537117004,0.007741398643702269,0.005844291299581528,"[('María', 'I-PER')]"
"Eu amei, a comida é muito boa. Ótimo lugar para estar com a família e amigos, tem musica, luz ambiente. Quero voltar mais vezes",2,0.9751273393630981,0.014979289844632149,0.009893437847495079,[]
"Adorei o Guaca !!!!
Recepçção maravilhosa, atendentes bem humoradsos, a Frida é um escandalo e o trio de músicos um espetáculo.
Amei o lugar.....",2,0.9479898810386658,0.013085871003568172,0.038924187421798706,"[('Guaca', 'I-LOC'), ('Frida', 'I-PER')]"
"Atendimento bom e prático, ambiente agradável, bons pratos e música animada, recomendo para amigos, família...",2,0.9771639704704285,0.010996244847774506,0.011839763261377811,[]
"A decoração do ambiente é muito alegre, extremamente descontraída. Há um grupo de músicas que passa em cada uma das mesas cantando, o que torna o clima muito animado.
Quando nos sentamos não havia tablets na mesa, então o atendimento foi bem difícil à princípio....Mais",2,0.7432498931884766,0.04777732864022255,0.2089727371931076,[]
