Review,Topics,Positive,Neutral,Negative,Token Predictions Corrected
"Comida excelente, bebidas variadas, ambiente bem decorado com ótimo atendimento. Preço salgado. Muito divertido.",4,0.9819380044937134,0.01187528669834137,0.006186653394252062,[]
"Excelentes drinks, facilidade com o cardápio digital, decoração divertida e amigos animadíssimos. NOITE PERFEITA👏🏼👏🏼👏🏼",4,0.9260671734809875,0.04129438474774361,0.03263843059539795,[]
"Ambiente super legal, comida gostosa (e com preço em conta) e bebidas deliciosas(apesar do preço não ser tão em conta assim)!",4,0.7164831757545471,0.08318129181861877,0.2003355324268341,[]
"muito booom, comida muito boa, atendimento top, os drinks estavam muito bons tmb, os guri atenderam mt bem, valeu ai MC otimo trabalho",4,0.9295980334281921,0.019068518653512,0.05133344605565071,[]
"Adoramos tudo!!! A decoração, a gastronomia, a bebida, o atendimento e o astral do restaurante!!! Recomendamos",4,0.9604118466377258,0.01475592702627182,0.024832164868712425,[]
"Mto bom, vale a pena! Ótimo atendimento e ambiente, recomendo a visita para tomar uma cerveja gelada!",4,0.8674513101577759,0.01563948765397072,0.1169092208147049,[]
Muito bom. Adoramos a experiência. Atendimento nota 10. Ambiente muito bom. Comida deliciosa. Drinks top,4,0.8258478045463562,0.04782269150018692,0.1263294816017151,[]
Excelente e muito bom o atendimento! Lugar com clima ótimo... bebidas ótimas... comidas ótimas e bebidas,4,0.9170882701873779,0.01988595351576805,0.06302580237388611,[]
"Atendimento excelente, comida maravilhosa, bebida deliciosa, ambiente lindo e aconchegante. Super recomendo.",4,0.9910647869110107,0.00676621962338686,0.0021690453868359327,[]
"Lugar top, muito divertido, ótimo atendimento, comida e bebida boa!  Com certeza voltaremos e recomendaremos.",4,0.9886583685874939,0.006836594548076391,0.00450512021780014,[]
"adorei!!! muit bom atendimento, excelente espaço e ambiente! aniversário super legal e cerveja gelada",4,0.9532752633094788,0.012111244723200798,0.03461354970932007,[]
Excelente lugar para jantar! Opção happy hour com os preços de drinks mais conta. Tudo de muita qualidade. Atendimento impecável. Valeu muito a pena. Voltarei.,4,0.9520655870437622,0.026710381731390953,0.021224072203040123,[]
"excelente atendimento, comida gostosa, lugar bonito, bebida gostosa, só a entrega que demorou um pouco",4,0.9745044112205505,0.018493905663490295,0.00700166542083025,[]
"Petiscos perfeitos drinks maravilhosos, atendimento incrível garçons super prestativos, ótimo local para estar com amigos",4,0.861477792263031,0.033860836178064346,0.10466136783361435,[]
"Excelente local para vir em família,  amigos e casal.

Comida muito boa e belas bebidas.

Local alto astral...",4,0.966965913772583,0.022378934547305107,0.010655244812369347,[]
"Ótimo lugar, aconchegante, local bonito, com ótimas comidas e bebidas. Atendimento rápido e eficiente.",4,0.9753201007843018,0.01727711595594883,0.007402873132377863,[]
"Shows , muito bacana, Sensacional funcionários super simpáticos,muitas bebidas diferentes ótimo para encontro com amigos",4,0.40964236855506897,0.044768061488866806,0.5455895066261292,[]
O Guaca é meu lugar favorito pra aproveitar com a família e os amigos. A comida está sempre saborosa e os drinks são maravilhosos. O atendimento na unidade Barra é especial!,4,0.9762805700302124,0.015756933018565178,0.0079624829813838,"[('Guaca', 'I-ORG'), ('Barra', 'I-LOC')]"
"Comida ótima, bons drinks e um atendimento excepcional. Kaylane e Matheus nos atenderam com muito carinho e dedicação, super recomendado!!!",4,0.9746072292327881,0.012549825012683868,0.012842976488173008,"[('Kaylane', 'I-PER'), ('Matheus', 'I-PER')]"
